X,Y
6.2403150170229935,6.990491896048655
6.757882963566875,6.498735317681096
7.633455574593311,6.990743432003805
6.64616526719061,6.855670680539931
7.2219097140731146,7.161359280169044
7.387317026714668,6.586384528223839
6.536534764210958,7.259673257120586
6.9702373219691,7.766369456501289
5.379366329965464,6.945619925771571
6.487806179332855,7.200855861049471
6.87371592430342,7.345071995855556
6.376108409017576,6.799389764057082
7.816205651965817,7.112046240905208
6.284929311019684,7.0062962003908975
6.779977756651508,7.048838049274416
7.065370288643046,6.613495108072267
7.720636644533058,7.012255087129471
6.2820689244102805,7.248999145622725
7.58158187607748,7.7255718038975205
7.0051165305097935,7.479635413042604
6.509245674476024,8.076591228755778
7.231051737131636,6.616326218555975
7.0995298477867355,7.436160318360339
6.6998915614206025,7.091671002869176
7.03490104249501,8.094901466608835
6.80734320156912,6.595850857322424
7.056758672625624,6.580139078909612
7.331065337260523,6.700303677277989
7.7930084080726765,5.938052137845096
6.381092250586575,6.73712248915962
8.066516687328134,6.620433669223151
6.023956100238749,7.075196893238104
6.924107452482208,7.17087798788858
7.2941586032422885,7.938085419607943
7.140495933867516,7.4752119190930255
6.688650240089703,6.711548172168799
6.895938874821362,6.550792664325821
6.753499532670584,7.245959585753253
6.705317621527894,6.339883396489679
7.4248010485105125,7.915729382927177
7.178507742982523,7.589720060360643
6.653545202369673,6.765412173947648
7.449799937716626,6.143432735454561
7.153649760438305,7.676936187082706
7.40643105941948,6.942730077373691
7.314814420961806,7.61890815598673
1.2027861706028165,8.46308877376582
1.7003124885231136,8.954708320235065
2.0026218498590915,7.300716213090429
2.023490296882371,8.281484618345285
1.7749672642603782,7.674678715439087
2.3114249661737496,7.756437308117652
1.466189785308703,7.703803037880565
1.9288102574893533,7.568004615160092
2.0601478158559496,8.024260813972413
2.2572194170293747,7.584524941794481
2.355807439044445,8.13522841288992
1.4376789540810653,7.974880945275432
1.2329429146321889,7.880525976566795
2.6388384109492544,7.546218168979201
2.166157005989796,7.711614334715834
1.6257567317217232,8.377695612912879
2.7755759877612616,8.25045859381219
2.0578373171464293,7.511222377600724
2.589648592031913,8.049666152714613
2.0337592407050544,8.375693561685894
3.0303739624409936,7.165297359439315
2.877670421221602,8.271680096189968
1.8755179257604633,7.668688120527077
2.4857854754771775,8.28529933429658
2.322687974792574,7.618370421728741
2.6843157787661744,7.09755894966774
1.5175382697099478,7.186228781058419
2.3430257299992197,8.024042473330692
2.529212243424794,8.12986125086074
1.1206302567884427,7.547841687447796
1.4083707436671125,8.319296229388687
0.9803839111199497,7.16923996886552
1.865296582777721,7.966960100676341
2.358771127897981,7.394491900118772
2.751178526048014,7.67408194609892
2.037047390209888,8.023699335658208
2.814307772785646,7.569793317358024
1.3099492708925542,7.807722227885088
1.1483087803224228,8.50314640460722
1.9722261505516907,7.711554065238426
2.192032724469654,8.417846056032571
1.9836526259529534,7.435146572671191
0.9662789499800617,8.26490208895764
1.9554399802436058,8.72078431032895
1.3477652497475734,6.764177749936355
2.3348362744150193,7.601552372264762
2.183299123048424,8.28853606359027
1.5300601068363224,7.898477306978504
1.7430665413316533,8.185572936685654
1.4703932390555243,7.698007406642089
1.968660451363414,8.04329489373645
2.477571160250619,7.92216138230396
1.507136976832228,8.583891030829903
2.252023257758922,8.127210421650606
1.7348711908137795,8.168801331037601
1.6035635838688278,7.794061516938767
1.9464848200227212,7.756196887963753
1.482378838790313,7.783720906090189
1.7231753473264089,8.197226071189148
1.4010610537055759,7.789507759589869
2.9823625664581948,8.144887428448207
2.017631775985864,9.03770039932272
1.6501372460037071,8.435562351715847
2.106989955367111,7.836988233916079
1.943835975154585,8.600606961081972
1.8895152002333886,7.795962313489224
2.3070833500217125,6.980937732411073
2.3787538550236524,7.495956844541298
1.7347494261947363,7.064604039487072
1.71209087967766,7.8242432579793455
1.862474151424178,8.009209189594776
0.8490394176322076,8.838218656137641
1.2424044689007239,8.163463686882082
2.6834371337222622,7.890449735595568
2.822483856750642,8.414702790591745
1.8754819802218108,6.894432345496058
2.2882784815278834,8.117807279054283
2.155625077271768,8.385432596943483
3.539440404227619,7.26070687711008
2.5597874557172884,8.571877021603465
1.9360412042596167,8.169248203747207
1.5222297796997872,7.792356043049599
1.1967768398712137,8.316390933053142
2.1017318179336115,9.135346428902198
1.6218246273578483,8.090933127529247
1.2888731452011628,8.124110293150167
1.6767135578787367,7.770319550229878
1.4592259981928026,7.575077815267604
2.8435708175362824,8.415167908272123
2.4408198784747253,7.571958087045567
1.9960136793416914,8.035783118609697
2.739972069445013,7.761171276617442
2.038684153823809,8.239489912873196
1.5693578993358681,8.166831052643474
2.7615620386348287,8.51876997212895
2.2694550218423295,7.744991800572627
1.481376922836772,7.865062532353314
1.904830660958196,7.5106181421088465
1.5621908733076215,7.777853369961944
1.308600134517832,8.188650246522426
